NNIBRFG19           	Aquanectria_penicillioides_NNIBRFG19	3617
ARSEF_2860          	Beauveria_bassiana_ARSEF_2860	3733
CMW_47645           	Calonectria_aciculata_CMW_47645	3734
CMW_27249           	Calonectria_crousiana_CMW_27249	3726
CMW_27257           	Calonectria_fujianensis_CMW_27257	3737
CalCB077            	Calonectria_henricotiae_CB077	3573
CMW_47669           	Calonectria_honghensis_CMW_47669	3731
Cal_ZJHZ01          	Calonectria_ilicicola_ZJHZ01	3729
CBS_109166          	Calonectria_leucothoes_CBS_109166	3721
CBS_101121          	Calonectria_naviculata_CBS_101121	3708
CBS_139395          	Calonectria_pseudonaviculata_CBS_139395	3753
Cal_YA51            	Calonectria_pseudoreteaudii_YA51	3736
CMW_47496           	Calonectria_pseudoturangicola_CMW_47496	3733
JAC16_16            	Coccinonectria_pachysandricola_JAC16-16	3743
IMI_342667          	Corinectria_fuckeliana_IMI_342667	3758
NRRL_22505          	Cylindrocarpon_cylindroides_NRRL_22505	3704
IHI_201604          	Cylindrodendrum_hubeiense_IHI_201604	3685
JAC_15_245          	Dactylonectria_macrodidyma_JAC_15-245	3742
FtorBV-666          	Dactylonectria_torresensis_BV-666	3701
NRRL_26754          	Fusarium_acaciae-mearnsii_NRRL_26754	3725
F829                	Fusarium_acuminatum_F829	3638
NRRL_13308          	Fusarium_acutatum_NRRL_13308	3749
NRRL_31653          	Fusarium_agapanthi_NRRL_31653	3732
NRRL_54464          	Fusarium_agapanthi_NRRL_54464	3756
NRRL_22152          	Fusarium_albidum_NRRL_22152	3500
NRRL_20459          	Fusarium_albosuccineum_NRRL_20459	3698
NRRL_66648          	Fusarium_algeriense_NRRL_66648	3722
NRRL_20438          	Fusarium_ambrosium_NRRL_20438	3729
NRRL_25385          	Fusarium_anguioides_NRRL_25385	3759
NRRL_25214          	Fusarium_anthophilum_NRRL_25214	3747
NRRL_25141          	Fusarium_armeniacum_NRRL_25141	3748
NRRL_6227           	Fusarium_armeniacum_NRRL_6227	3742
NRRL6101            	Fusarium_asiaticum_NRRL6101	3763
NRRL_26156          	Fusarium_asiaticum_NRRL_26156	3750
NRRL_53441          	Fusarium_austroafricanum_NRRL_53441	3739
Fsp28FRS            	Fusarium_austroamericanum_28FRS	3755
FaLH27              	Fusarium_avenaceum_FaLH27	3753
NRRL_54939          	Fusarium_avenaceum_NRRL_54939	3754
NRRL_25410          	Fusarium_aywerte_NRRL_25410	3737
NRRL_54364          	Fusarium_azukicola_NRRL_54364	2298
NRRL_25533          	Fusarium_babinda_NRRL_25533	3737
NRRL_25539          	Fusarium_babinda_NRRL_25539	3714
NRRL_66639          	Fusarium_bactridioides_NRRL_66639	3737
NRRL_25300          	Fusarium_begoniae_NRRL_25300	3742
NRRL_25174          	Fusarium_beomiforme_NRRL_25174	3743
NRRL_31281          	Fusarium_brasilicum_NRRL_31281	3739
NRRL_31757          	Fusarium_brasiliense_NRRL_31757	2733
NRRL_25447          	Fusarium_brevicatenulatum_NRRL_25447	3729
NRRL_13371          	Fusarium_buharicum_NRRL_13371	3709
NRRL_25176          	Fusarium_bulbicola_NRRL_25176	3753
NRRL_66654          	Fusarium_burgessii_NRRL_66654	3729
NRRL_36148          	Fusarium_buxicola_NRRL_36148	3692
NRRL_66470          	Fusarium_caatingaense_NRRL_66470	3708
NRRL_13381          	Fusarium_camptoceras_NRRL_13381	3733
Fcer1134NY13        	Fusarium_cerealis_Fcer1134NY13	3444
EtdFoc-240          	Fusarium_cf._aywerte_EtdFoc-240	3742
EtdFoc-186          	Fusarium_cf._falciforme_EtdFoc-186	3727
EthFoc-23           	Fusarium_cf._hostae_EthFoc-23	3718
EthFoc-DSP1         	Fusarium_cf._nygamai_EthFoc-DSP1	1377
EtdFoc-155          	Fusarium_cf._solani_EtdFoc-155	3717
EthFoc-133          	Fusarium_cf._verticillioides_EthFoc-133	3748
NRRL_13444          	Fusarium_chlamydosporum_NRRL_13444	3730
FSP_34              	Fusarium_circinatum_FSP_34	3633
NRRL_25331          	Fusarium_circinatum_NRRL_25331	3755
NRRL_66334          	Fusarium_citri_NRRL_66334	3736
NRRL_66337          	Fusarium_clavum_NRRL_66337	3732
FIESC_28            	Fusarium_coffeatum_FIESC_28	3756
NRRL_66233          	Fusarium_coicis_NRRL_66233	3731
JCM_11502           	Fusarium_commune_JCM_11502	3752
NRRL_28387          	Fusarium_commune_NRRL_28387	3733
NRRL_13829          	Fusarium_compactum_NRRL_13829	3747
NRRL_25181          	Fusarium_concentricum_NRRL_25181	3747
NRRL_13459          	Fusarium_concolor_NRRL_13459	3739
NRRL_66286          	Fusarium_continuum_NRRL_66286	3740
Fcort1FP            	Fusarium_cortaderiae_1FP	3756
NRRL_25475          	Fusarium_culmorum_NRRL_25475	3738
Fcul_UK99           	Fusarium_culmorum_UK99	3708
NRRL_31157          	Fusarium_cuneirostrum_NRRL_31157	3383
NRRL_53998          	Fusarium_cyanostomum_NRRL_53998	3703
NRRL_13412          	Fusarium_decemcellulare_NRRL_13412	3654
FdelNRRL36160       	Fusarium_delphinioides_NRRL36160	3743
NRRL_25311          	Fusarium_denticulatum_NRRL_25311	3741
NRRL_20691          	Fusarium_dimerum_NRRL_20691	3726
NRRL_13164          	Fusarium_dlaminii_NRRL_13164	3744
NRRL_29976          	Fusarium_domesticum_NRRL_29976	3743
D25-1               	Fusarium_equiseti_D25-1	3730
NRRL_66338          	Fusarium_equiseti_NRRL_66338	3736
HFEW16IV019         	Fusarium_euwallaceae_HFEW-16-IV-019	3754
NRRL_62626          	Fusarium_euwallaceae_NRRL_62626	3733
NRRL_43529          	Fusarium_falciforme_NRRL_43529	3680
NRRL_66336          	Fusarium_flagelliforme_NRRL_66336	3736
NRRL62606           	Fusarium_floridanum_NRRL62606	3642
NRRL_62606          	Fusarium_floridanum_NRRL_62606	3642
NRRL_38302          	Fusarium_foetens_NRRL_38302	3643
CBS_137234          	Fusarium_fracticaudum_CBS_137234	3764
NRRL_43689          	Fusarium_fractiflexum_NRRL_43689	3739
IMI_58289           	Fusarium_fujikuroi_IMI_58289	3749
NRRL_45417          	Fusarium_gaditjirri_NRRL_45417	3751
